id,lei,data,outro_assunto,n_palavras,assunto,freq_assunto,artigo_1_revogado,internacional,f,fx,URL,epígrafe,ementa,Artigo 1º,dimensao_normativa,dimensao_ontológica,benevolencia_ameaça,benevolencia_benefício,benevolencia_neutra,funcao_social_segurança,funcao_social_segurança sexual,funcao_social_ECA,funcao_social_valoração,funcao_social_inclusão,funcao_social_consumo,funcao_social_cultura,funcao_social_democracia,funcao_social_transparência,funcao_social_nacionalismo,funcao_social_educação,funcao_social_burocrática,funcao_social_indivíduo,funcao_social_propriedade,funcao_social_privacidade,funcao_social_controle,funcao_social_saúde,funcao_social_comunicação,funcao_social_organização comunitária,funcao_social_direitos trabalhistas,funcao_social_integridade,funcao_social_comercial,funcao_social_mediação,funcao_social_burocrático,funcao_social_fiscal,funcao_social_esporte,funcao_social_meio ambiente,funcao_social_ciência,funcao_social_assunto_ECA,funcao_social_assunto_transparência,funcao_social_assunto_segurança,funcao_social_assunto_segurança sexual,funcao_social_assunto_democracia,funcao_social_assunto_tributação,funcao_social_assunto_direitos trabalhistas,funcao_social_assunto_salário,funcao_social_assunto_comercial,funcao_social_assunto_burocrática,funcao_social_assunto_mediação,funcao_social_assunto_inclusão,funcao_social_assunto_tansparência,funcao_social_assunto_esporte,funcao_social_assunto_fiscal,ramo_dogmatico_penal,ramo_dogmatico_civil,ramo_dogmatico_eleitoral,ramo_dogmatico_administrativo,ramo_dogmatico_processual,ramo_dogmatico_trabalhista,ramo_dogmatico_orçamentário,ramo_dogmatico_tributário,ramo_dogmatico_comercial,ramo_sociologico_violência,ramo_sociologico_violência sexual,ramo_sociologico_infância,ramo_sociologico_comunicação,ramo_sociologico_econômico,ramo_sociologico_político,ramo_sociologico_nacional,ramo_sociologico_burocrático,ramo_sociologico_individualização,ramo_sociologico_educação,ramo_sociologico_criminal,ramo_sociologico_segurança,ramo_sociologico_ciminal,ramo_sociologico_saúde,ramo_sociologico_trabalho,ramo_sociologico_ética,ramo_sociologico_rural,ramo_sociologico_cultura,ramo_sociologico_esporte,imposicao_reconhecimento_reconhece,imposicao_reconhecimento_impõe,ferramenta_ambiente_ambiente,ferramenta_ambiente_ferramenta
62,L-14.484,21/12/2022,0,3000,21,"0,007",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14484.htm,"LEI Nº 14.484, DE 21 DE DEZEMBRO DE 2022","Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Ciência, Tecnologia e Inovações; da Educação; da Justiça e Segurança Pública; de Minas e Energia; da Infraestrutura; das Comunicações; e do Desenvolvimento Regional, crédito especial no valor de R$ 35.398.824,00, para os fins que especifica.","Fica aberto ao Orçamento Fiscal da União (Lei nº 14.303, de 21 de janeiro de 2022), em favor dos Ministérios da Ciência, Tecnologia e Inovações; da Educação; da Justiça e Segurança Pública; de Minas e Energia; da Infraestrutura; das Comunicações; e do Desenvolvimento Regional, crédito especial no valor de R$ 35.398.824,00 (trinta e cinco milhões trezentos e noventa e oito mil oitocentos e vinte e quatro reais), para atender às programações constantes do Anexo I.",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,L-12.188,11/01/2010,1,2301,9,"0,00391",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12188.htm,"LEI Nº 12.188, DE 11 DE JANEIRO DE 2010.","Institui a Política Nacional de Assistência Técnica e Extensão Rural para a Agricultura Familiar e Reforma Agrária - PNATER e o Programa Nacional de Assistência Técnica e Extensão Rural na Agricultura Familiar e na Reforma Agrária - PRONATER, altera a Lei nº 8.666, de 21 de junho de 1993, e dá outras providências.","Fica instituída a Política Nacional de Assistência Técnica e Extensão Rural para a Agricultura Familiar e Reforma Agrária - PNATER, cuja formulação e supervisão são de competência do Ministério do Desenvolvimento Agrário - MDA.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
64,L-13.080,02/01/2015,1,31915,57,"0,00179",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13080.htm,"LEI Nº 13.080, DE 2 DE JANEIRO DE 2015.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2015 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição Federal e na Lei Complementar nº 101, de 4 de maio de 2000 , Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2015, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,L-12.708,17/08/2012,1,30187,50,"0,00166",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12708.htm,"LEI Nº 12.708, DE 17 DE AGOSTO DE 2012.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2013 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2013, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
66,L-13.132,09/06/2015,1,294,1,"0,0034",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13132.htm,"LEI Nº 13.132, DE 9 DE JUNHO DE 2015.","Altera a Lei nº 12.096, de 24 de novembro de 2009.","O art. 1º da Lei nº 12.096, de 24 de novembro de 2009 , passa a vigorar com as seguintes alterações:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
67,L-12.850,02/08/2013,1,5272,11,"0,00209",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/lei/l12850.htm,"LEI Nº 12.850, DE 2 DE AGOSTO DE 2013","Define organização criminosa e dispõe sobre a investigação criminal, os meios de obtenção da prova, infrações penais correlatas e o procedimento criminal; altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal); revoga a Lei nº 9.034, de 3 de maio de 1995; e dá outras providências.","Esta Lei define organização criminosa e dispõe sobre a investigação criminal, os meios de obtenção da prova, infrações penais correlatas e o procedimento criminal a ser aplicado.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
68,L-12.396,21/03/2011,1,5555,17,"0,00306",1,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12396.htm,"LEI Nº 12.396, DE 21 DE MARÇO DE 2011.","Ratifica o Protocolo de Intenções firmado entre a União, o Estado do Rio de Janeiro e o Município do Rio de Janeiro, com a finalidade de constituir consórcio público, denominado Autoridade Pública Olímpica – APO.","Ficam ratificados, na forma do Anexo, os termos do Protocolo de Intenções celebrado entre a União, o Estado do Rio de Janeiro e o Município do Rio de Janeiro para criação de consórcio público, sob a forma de autarquia em regime especial, denominado Autoridade Pública Olímpica – APO. ",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
69,L-14.291,03/01/2022,1,1438,11,"0,00765",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14291.htm,"LEI Nº 14.291, DE 3 DE JANEIRO DE 2022","Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), para dispor sobre a propaganda partidária gratuita no rádio e na televisão.","A Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), passa a vigorar com as seguintes alterações:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70,L-13.877,27/09/2019,1,2416,9,"0,00373",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13877.htm,"LEI Nº 13.877, DE 27 DE SETEMBRO DE 2019","Altera as Leis nºˢ 9.096, de 19 de setembro de 1995, 9.504, de 30 setembro de 1997, 4.737, de 15 de julho de 1965 (Código Eleitoral), 13.831, de 17 de maio de 2019, e a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre regras aplicadas às eleições; revoga dispositivo da Lei nº 13.488, de 6 de outubro de 2017; e dá outras providências.","A Lei nº 9.096, de 19 de setembro de 1995, passa a vigorar com as seguintes alterações:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71,L-13.460,26/06/2017,1,2922,7,"0,0024",0,0,0,1,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13460.htm,"LEI Nº 13.460, DE 26 DE JUNHO DE 2017.","Dispõe sobre participação, proteção e defesa dos direitos do usuário dos serviços públicos da administração pública.","Esta Lei estabelece normas básicas para participação, proteção e defesa dos direitos do usuário dos serviços públicos prestados direta ou indiretamente pela administração pública.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
72,L-14.017,29/06/2020,1,4281,10,"0,00234",0,0,0,1,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l14017.htm,"LEI Nº 14.017, DE 29 DE JUNHO DE 2020","Dispõe sobre ações emergenciais destinadas ao setor cultural a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.","Esta Lei dispõe sobre ações emergenciais destinadas ao setor cultural a serem adotadas em decorrência dos efeitos econômicos e sociais da pandemia da Covid-19. (Redação dada pela Lei nº 14.150, de 2021)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
73,L-12.343,02/12/2010,1,14953,104,"0,00696",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12343.htm,"LEI Nº 12.343, DE 2 DE DEZEMBRO DE 2010.","Institui o Plano Nacional de Cultura - PNC, cria o Sistema Nacional de Informações e Indicadores Culturais - SNIIC e dá outras providências.","Fica aprovado o Plano Nacional de Cultura, em conformidade com o § 3º do art. 215 da Constituição Federal, constante do Anexo, com duração de 10 (dez) anos e regido pelos seguintes princípios:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
74,L-12.919,24/12/2013,1,29387,51,"0,00174",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/lei/l12919.htm,"LEI Nº 12.919, DE 24 DE DEZEMBRO DE 2013.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2014 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição Federal, e na Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2014, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75,L-11.706,19/06/2008,1,1744,5,"0,00287",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11706.htm,"LEI Nº 11.706, DE 19 DE JUNHO DE 2008.","Altera e acresce dispositivos à Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição e sobre o Sistema Nacional de Armas - Sinarm e define crimes.","Os arts. 4º , 5º , 6º , 11, 23, 25, 28, 30 e 32 da Lei nº 10.826, de 22 de dezembro de 2003, passam a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
76,L-13.812,16/03/2019,1,1781,5,"0,00281",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13812.htm,"LEI Nº 13.812, DE 16 DE MARÇO DE 2019","Institui a Política Nacional de Busca de Pessoas Desaparecidas, cria o Cadastro Nacional de Pessoas Desaparecidas e altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente",Esta Lei institui a Política Nacional de Busca de Pessoas Desaparecidas e cria o Cadastro Nacional de Pessoas Desaparecidas.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
77,LCP-195,08/07/2022,1,5948,19,"0,00319",0,0,0,0,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp195.htm,"LEI COMPLEMENTAR Nº 195, DE 8 DE JULHO DE 2022","Dispõe sobre apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais direcionadas ao setor cultural; altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para não contabilizar na meta de resultado primário as transferências federais aos demais entes da Federação para enfrentamento das consequências sociais e econômicas no setor cultural decorrentes de calamidades públicas ou pandemias; e altera a Lei nº 8.313, de 23 de dezembro de 1991, para atribuir outras fontes de recursos ao Fundo Nacional da Cultura (FNC",Esta Lei Complementar dispõe sobre ações emergenciais destinadas ao setor cultural a serem adotadas em decorrência dos efeitos econômicos e sociais da pandemia da covid-19.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
78,L-13.576,26/12/2017,1,3349,6,"0,00179",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13576.htm,"LEI Nº 13.576, DE 26 DE DEZEMBRO DE 2017.",Dispõe sobre a Política Nacional de Biocombustíveis (RenovaBio) e dá outras providências.,"Fica instituída a Política Nacional de Biocombustíveis (RenovaBio), parte integrante da política energética nacional de que trata o art. 1º da Lei nº 9.478, de 6 de agosto de 1997 , com os seguintes objetivos:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
79,L-11.577,22/11/2007,1,461,2,"0,00434",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11577.htm,"LEI Nº 11.577, DE 22 DE NOVEMBRO DE 2007.",Torna obrigatória a divulgação pelos meios que especifica de mensagem relativa à exploração sexual e tráfico de crianças e adolescentes apontando formas para efetuar denúncias.,Esta Lei dispõe sobre a obrigatoriedade de divulgação de mensagem relativa à exploração sexual e tráfico de crianças e adolescentes indicando como proceder à denúncia.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
80,L-11.450,07/02/2007,1,489,1,"0,00204",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11450.htm,"LEI Nº 11.450, DE 7 DE FEVEREIRO DE 2007.","Altera a Lei nº 10.933, de 11 de agosto de 2004, que dispõe sobre o Plano Plurianual para o período 2004/2007.","Os arts. 3º , 5º , 6º , 8º e 9º da Lei nº 10.933, de 11 de agosto de 2004, com redação dada pela Lei nº 11.318, de 5 de julho de 2006 passam a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
81,L-11.514,13/08/2007,1,26827,40,"0,00149",0,0,0,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11514.htm,"LEI Nº 11.514, DE 13 DE AGOSTO DE 2007.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2008 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, as diretrizes orçamentárias da União para 2008, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
82,L-10.446,08/05/2002,1,471,4,"0,00849",0,1,0,1,https://www.planalto.gov.br/ccivil_03/leis/2002/l10446.htm,"LEI Nº 10.446, DE 8 DE MAIO DE 2002.","Dispõe sobre infrações penais de repercussão interestadual ou internacional que exigem repressão uniforme, para os fins do disposto no inciso I do § 1º do art. 144 da Constituição.","Na forma do inciso I do § 1º do art. 144 da Constituição, quando houver repercussão interestadual ou internacional que exija repressão uniforme, poderá o Departamento de Polícia Federal do Ministério da Justiça, sem prejuízo da responsabilidade dos órgãos de segurança pública arrolados no art. 144 da Constituição Federal, em especial das Polícias Militares e Civis dos Estados, proceder à investigação, dentre outras, das seguintes infrações penais:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
83,L-12.309,09/08/2010,1,30328,43,"0,00142",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12309.htm,"LEI Nº 12.309, DE 9 DE AGOSTO DE 2010.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2011 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, as diretrizes orçamentárias da União para 2011, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
84,L-12.465,12/08/2011,1,30026,47,"0,00157",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12465.htm,"LEI Nº 12.465, DE 12 DE AGOSTO DE 2011.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2012 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, e na Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal - LRF, as diretrizes orçamentárias da União para 2012, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
85,L-13.818,24/04/2019,1,633,4,"0,00632",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13818.htm,"LEI Nº 13.818, DE 24 DE ABRIL DE 2019","Altera a Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades Anônimas), para dispor sobre as publicações obrigatórias e ampliar para R$ 10.000.000,00 (dez milhões de reais) o valor máximo admitido de patrimônio líquido para que a sociedade anônima de capital fechado faça jus ao regime simplificado de publicidade de atos societários.","O caput do art. 289 da Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades Anônimas), passa a vigorar com a seguinte redação: (Vide)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
86,L-10.748,22/10/2003,1,3144,3,"0,00095",1,0,1,1,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.748.htm,"LEI Nº 10.748, DE 22 DE OUTUBRO DE 2003.","Cria o Programa Nacional de Estímulo ao Primeiro Emprego para os Jovens - PNPE, acrescenta dispositivo à Lei nº 9.608, de 18 de fevereiro de 1998, e dá outras providências.","Fica instituído o Programa Nacional de Estímulo ao Primeiro Emprego para os Jovens - PNPE, vinculado a ações dirigidas à promoção da inserção de jovens no mercado de trabalho e sua escolarização, ao fortalecimento da participação da sociedade no processo de formulação de políticas e ações de geração de trabalho e renda, objetivando, especialmente, promover:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
87,L-12.299,27/07/2010,1,2000,3,"0,0015",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12299.htm,"LEI Nº 12.299, DE 27 DE JULHO DE 2010.","Dispõe sobre medidas de prevenção e repressão aos fenômenos de violência por ocasião de competições esportivas; altera a Lei nº 10.671, de 15 de maio de 2003; e dá outras providências.","É dever de toda pessoa física ou jurídica colaborar na prevenção aos atos ilícitos e de violência praticados por ocasião de competições esportivas, especialmente os atos de violência entre torcedores e torcidas.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
88,L-12.192,14/01/2010,1,575,5,"0,0087",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12192.htm,"LEI Nº 12.192, DE 14 DE JANEIRO DE 2010.",Dispõe sobre o depósito legal de obras musicais na Biblioteca Nacional.,"Esta Lei regulamenta o depósito legal de obras musicais na Biblioteca Nacional, com o intuito de assegurar o registro, a guarda e a divulgação da produção musical brasileira, bem como a preservação da memória fonográfica nacional.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
