id,lei,data,outro_assunto,n_palavras,assunto,freq_assunto,artigo_1_revogado,internacional,f,fx,URL,epígrafe,ementa,Artigo 1º,dimensao_normativa,dimensao_ontológica,benevolencia_ameaça,benevolencia_benefício,benevolencia_neutra,funcao_social_segurança,funcao_social_segurança sexual,funcao_social_ECA,funcao_social_valoração,funcao_social_inclusão,funcao_social_consumo,funcao_social_cultura,funcao_social_democracia,funcao_social_transparência,funcao_social_nacionalismo,funcao_social_educação,funcao_social_burocrática,funcao_social_indivíduo,funcao_social_propriedade,funcao_social_privacidade,funcao_social_controle,funcao_social_saúde,funcao_social_comunicação,funcao_social_organização comunitária,funcao_social_direitos trabalhistas,funcao_social_integridade,funcao_social_comercial,funcao_social_mediação,funcao_social_burocrático,funcao_social_fiscal,funcao_social_esporte,funcao_social_meio ambiente,funcao_social_ciência,funcao_social_assunto_ECA,funcao_social_assunto_transparência,funcao_social_assunto_segurança,funcao_social_assunto_segurança sexual,funcao_social_assunto_democracia,funcao_social_assunto_tributação,funcao_social_assunto_direitos trabalhistas,funcao_social_assunto_salário,funcao_social_assunto_comercial,funcao_social_assunto_burocrática,funcao_social_assunto_mediação,funcao_social_assunto_inclusão,funcao_social_assunto_tansparência,funcao_social_assunto_esporte,funcao_social_assunto_fiscal,ramo_dogmatico_penal,ramo_dogmatico_civil,ramo_dogmatico_eleitoral,ramo_dogmatico_administrativo,ramo_dogmatico_processual,ramo_dogmatico_trabalhista,ramo_dogmatico_orçamentário,ramo_dogmatico_tributário,ramo_dogmatico_comercial,ramo_sociologico_violência,ramo_sociologico_violência sexual,ramo_sociologico_infância,ramo_sociologico_comunicação,ramo_sociologico_econômico,ramo_sociologico_político,ramo_sociologico_nacional,ramo_sociologico_burocrático,ramo_sociologico_individualização,ramo_sociologico_educação,ramo_sociologico_criminal,ramo_sociologico_segurança,ramo_sociologico_ciminal,ramo_sociologico_saúde,ramo_sociologico_trabalho,ramo_sociologico_ética,ramo_sociologico_rural,ramo_sociologico_cultura,ramo_sociologico_esporte,imposicao_reconhecimento_reconhece,imposicao_reconhecimento_impõe,ferramenta_ambiente_ambiente,ferramenta_ambiente_ferramenta
191,L-10.876,02/06/2004,1,8915,3,"0,00034",0,0,0,1,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.876.htm,"LEI Nº 10.876, DE 2 DE JUNHO DE 2004.","Cria a Carreira de Perícia Médica da Previdência Social, dispõe sobre a remuneração da Carreira de Supervisor Médico-Pericial do Quadro de Pessoal do Instituto Nacional do Seguro Social - INSS e dá outras providências.","Fica criada, nos termos desta Lei, a Carreira de Perícia Médica da Previdência Social, constituída pelos cargos efetivos de Perito Médico da Previdência Social.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
192,L-13.005,25/06/2014,1,14438,91,"0,0063",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l13005.htm,"LEI Nº 13.005, DE 25 DE JUNHO DE 2014.",Aprova o Plano Nacional de Educação - PNE e dá outras providências.,"É aprovado o Plano Nacional de Educação - PNE, com vigência por 10 (dez) anos, a contar da publicação desta Lei, na forma do Anexo, com vistas ao cumprimento do disposto no art. 214 da Constituição Federal.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
193,L-8.629,25/02/1993,1,11262,7,"0,00062",0,0,0,1,https://www.planalto.gov.br/ccivil_03/leis/l8629.htm,"LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.","Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal.","Esta lei regulamenta e disciplina disposições relativas à reforma agrária, previstas no Capítulo III, Título VII, da Constituição Federal.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
194,L-12.663,05/06/2012,1,7704,10,"0,0013",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12663.htm,"LEI Nº 12.663, DE 5 DE JUNHO DE 2012.","Dispõe sobre as medidas relativas à Copa das Confederações FIFA 2013, à Copa do Mundo FIFA 2014 e à Jornada Mundial da Juventude - 2013, que serão realizadas no Brasil; altera as Leis nºs 6.815, de 19 de agosto de 1980, e 10.671, de 15 de maio de 2003; e estabelece concessão de prêmio e de auxílio especial mensal aos jogadores das seleções campeãs do mundo em 1958, 1962 e 1970.","Esta Lei dispõe sobre as medidas relativas à Copa das Confederações FIFA 2013, à Copa do Mundo FIFA 2014 e aos eventos relacionados, que serão realizados no Brasil.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
195,LCP-155,27/10/2016,1,7458,5,"0,00067",0,0,1,0,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp155.htm,"LEI COMPLEMENTAR Nº 155, DE 27 DE OUTUBRO DE 2016","Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para reorganizar e simplificar a metodologia de apuração do imposto devido por optantes pelo Simples Nacional; altera as Leis nºˢ 9.613, de 3 de março de 1998, 12.512, de 14 de outubro de 2011, e 7.998, de 11 de janeiro de 1990; e revoga dispositivo da Lei nº 8.212, de 24 de julho de 1991.","A Lei Complementar nº 123, de 14 de dezembro de 2006, passa a vigorar com as seguintes alterações: Produção de efeito",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
196,L-13.155,04/08/2015,1,7395,7,"0,00095",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13155.htm,"LEI Nº 13.155, DE 4 DE AGOSTO DE 2015.","Estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol; institui parcelamentos especiais para recuperação de dívidas pela União, cria a Autoridade Pública de Governança do Futebol - APFUT; dispõe sobre a gestão temerária no âmbito das entidades desportivas profissionais; cria a Loteria Exclusiva - LOTEX; altera as Leis nº 9.615, de 24 de março de 1998, 8.212, de 24 de julho de 1991, 10.671, de 15 de maio de 2003, 10.891, de 9 de julho de 2004, 11.345, de 14 de setembro de 2006, e 11.438, de 29 de dezembro de 2006, e os Decretos-Leis nº 3.688, de 3 de outubro de 1941, e 204, de 27 de fevereiro de 1967; revoga a Medida Provisória nº 669, de 26 de fevereiro de 2015; cria programa de iniciação esportiva escolar; e dá outras providências.","Esta Lei de Responsabilidade Fiscal do Esporte - LRFE estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol, cria o Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro e dispõe sobre a gestão temerária no âmbito das referidas entidades.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
197,L-11.481,31/05/2007,1,7391,1,"0,00014",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11481.htm,"LEI Nº 11.481, DE 31 DE MAIO DE 2007.","Dá nova redação a dispositivos das Leis nºˢ 9.636, de 15 de maio de 1998, 8.666, de 21 de junho de 1993, 11.124, de 16 de junho de 2005, 10.406, de 10 de janeiro de 2002 - Código Civil, 9.514, de 20 de novembro de 1997, e 6.015, de 31 de dezembro de 1973, e dos Decretos-Leis nºˢ 9.760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, 1.876, de 15 de julho de 1981, e 2.398, de 21 de dezembro de 1987; prevê medidas voltadas à regularização fundiária de interesse social em imóveis da União; e dá outras providências.","Os arts. 1º , 6º , 7º , 9º , 18, 19, 26, 29, 31 e 45 da Lei nº 9.636, de 15 de maio de 1998, passam a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
198,L-13.780,26/12/2018,1,9219,48,"0,00521",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13780.htm,"LEI Nº 13.780, DE 26 DE DEZEMBRO DE 2018.","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo federal, crédito especial no valor de R$ 26.342.043,00, para os fins que especifica.","Fica aberto aos Orçamentos Fiscal e da Seguridade Social da União (Lei nº 13.587, de 2 de janeiro de 2018) , em favor de diversos órgãos do Poder Executivo federal, crédito especial no valor de R$ 26.342.043,00 (vinte e seis milhões, trezentos e quarenta e dois mil, quarenta e três reais), para atender à programação constante do Anexo I.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
199,L-12.010,03/08/2009,1,8813,2,"0,00023",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l12010.htm,"LEI Nº 12.010, DE 3 DE AGOSTO DE 2009.","Dispõe sobre adoção; altera as Leis nºˢ 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, 8.560, de 29 de dezembro de 1992; revoga dispositivos da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, e da Consolidação das Leis do Trabalho \- CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.","Esta Lei dispõe sobre o aperfeiçoamento da sistemática prevista para garantia do direito à convivência familiar a todas as crianças e adolescentes, na forma prevista pela Lei nº 8.069, de 13 de julho de 1990, Estatuto da Criança e do Adolescente.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
200,L-12.395,16/03/2011,1,8525,5,"0,00059",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12395.htm,"LEI Nº 12.395, DE 16 DE MARÇO DE 2011.","Altera as Leis nº s 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa- Atleta; cria os Programas Atleta Pódio e Cidade Esportiva; revoga a Lei nº 6.354, de 2 de setembro de 1976; e dá outras providências.","Os arts. 5º , 6º , 8º , 10, 11, 12-A, 13, 14, 16, 18, 25, 27, 28, 29, 30, 31, 34, 39, 40, 42, 45, 46, 46-A, 50, 53, 55, 56, 57, 84, 88, 91 e 94 da Lei nº 9.615, de 24 de março de 1998, passam a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
201,L-12.485,12/09/2011,1,9322,33,"0,00354",0,0,0,1,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12485.htm,"LEI Nº 12.485, DE 12 DE SETEMBRO DE 2011","Dispõe sobre a comunicação audiovisual de acesso condicionado; altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e as Leis nºs 11.437, de 28 de dezembro de 2006, 5.070, de 7 de julho de 1966, 8.977, de 6 de janeiro de 1995, e 9.472, de 16 de julho de 1997; e dá outras providências.",Esta Lei dispõe sobre a comunicação audiovisual de acesso condicionado.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
202,L-10.522,19/07/2002,1,20928,10,"0,00048",0,0,1,1,https://www.planalto.gov.br/ccivil_03/leis/2002/l10522.htm,"LEI Nº 10.522, DE 19 DE JULHO DE 2002.",Dispõe sobre o Cadastro Informativo dos créditos não quitados de órgãos e entidades federais e dá outras providências.,O Cadastro Informativo de créditos não quitados do setor público federal (Cadin) passa a ser regulado por esta Lei.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
203,L-11.196,21/11/2005,0,39215,99,"0,00252",0,1,1,1,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/lei/l11196.htm,"LEI Nº 11.196, DE 21 DE NOVEMBRO DE 2005","Institui o Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação - REPES, o Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras - RECAP e o Programa de Inclusão Digital; dispõe sobre incentivos fiscais para a inovação tecnológica; altera o Decreto-Lei nº 288, de 28 de fevereiro de 1967, o Decreto nº 70.235, de 6 de março de 1972, o Decreto-Lei nº 2.287, de 23 de julho de 1986, as Leis nºs 4.502, de 30 de novembro de 1964, 8.212, de 24 de julho de 1991, 8.245, de 18 de outubro de 1991, 8.387, de 30 de dezembro de 1991, 8.666, de 21 de junho de 1993, 8.981, de 20 de janeiro de 1995, 8.987, de 13 de fevereiro de 1995, 8.989, de 24 de fevereiro de 1995, 9.249, de 26 de dezembro de 1995, 9.250, de 26 de dezembro de 1995, 9.311, de 24 de outubro de 1996, 9.317, de 5 de dezembro de 1996, 9.430, de 27 de dezembro de 1996, 9.718, de 27 de novembro de 1998, 10.336, de 19 de dezembro de 2001, 10.438, de 26 de abril de 2002, 10.485, de 3 de julho de 2002, 10.637, de 30 de dezembro de 2002, 10.755, de 3 de novembro de 2003, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 10.925, de 23 de julho de 2004, 10.931, de 2 de agosto de 2004, 11.033, de 21 de dezembro de 2004, 11.051, de 29 de dezembro de 2004, 11.053, de 29 de dezembro de 2004, 11.101, de 9 de fevereiro de 2005, 11.128, de 28 de junho de 2005, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001; revoga a Lei nº 8.661, de 2 de junho de 1993, e dispositivos das Leis nºs 8.668, de 25 de junho de 1993, 8.981, de 20 de janeiro de 1995, 10.637, de 30 de dezembro de 2002, 10.755, de 3 de novembro de 2003, 10.865, de 30 de abril de 2004, 10.931, de 2 de agosto de 2004, e da Medida Provisória nº 2.158-35, de 24 de agosto de 2001; e dá outras providências.","Fica instituído o Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação - Repes, nos termos desta Lei. (Regulamento)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
204,L-9.613,03/03/1998,1,8110,7,"0,00086",0,0,0,1,https://www.planalto.gov.br/ccivil_03/leis/l9613.htm,"LEI Nº 9.613, DE 3 DE MARÇO DE 1998.","Dispõe sobre os crimes de ""lavagem"" ou ocultação de bens, direitos e valores; a prevenção da utilização do sistema financeiro para os ilícitos previstos nesta Lei; cria o Conselho de Controle de Atividades Financeiras - COAF, e dá outras providências.","Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indiretamente, de infração penal. (Redação dada pela Lei nº 12.683, de 2012)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
205,L-8.080,19/09/1990,1,9093,30,"0,0033",0,0,0,1,https://www.planalto.gov.br/ccivil_03/leis/l8080.htm,"LEI Nº 8.080, DE 19 DE SETEMBRO DE 1990.","Dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências.","Esta lei regula, em todo o território nacional, as ações e serviços de saúde, executados isolada ou conjuntamente, em caráter permanente ou eventual, por pessoas naturais ou jurídicas de direito Público ou privado.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
206,L-10.833,29/12/2003,1,38594,16,"0,00041",0,0,1,1,https://www.planalto.gov.br/ccivil_03/leis/2003/l10.833.htm,"LEI Nº 10.833, DE 29 DE DEZEMBRO DE 2003.",Altera a Legislação Tributária Federal e dá outras providências.,"A Contribuição para o Financiamento da Seguridade Social - Cofins, com a incidência não cumulativa, incide sobre o total das receitas auferidas no mês pela pessoa jurídica, independentemente de sua denominação ou classificação contábil. (Redação dada pela Lei nº 12.973, de 2014) (Vigência)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
207,L-11.941,27/05/2009,1,19611,5,"0,00025",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11941.htm,"LEI Nº 11.941, DE 27 DE MAIO DE 2009.","Altera a legislação tributária federal relativa ao parcelamento ordinário de débitos tributários; concede remissão nos casos em que especifica; institui regime tributário de transição, alterando o Decreto nº 70.235, de 6 de março de 1972, as Leis nºˢ 8.212, de 24 de julho de 1991, 8.213, de 24 de julho de 1991, 8.218, de 29 de agosto de 1991, 9.249, de 26 de dezembro de 1995, 9.430, de 27 de dezembro de 1996, 9.469, de 10 de julho de 1997, 9.532, de 10 de dezembro de 1997, 10.426, de 24 de abril de 2002, 10.480, de 2 de julho de 2002, 10.522, de 19 de julho de 2002, 10.887, de 18 de junho de 2004, e 6.404, de 15 de dezembro de 1976, o Decreto-Lei nº 1.598, de 26 de dezembro de 1977, e as Leis nºˢ 8.981, de 20 de janeiro de 1995, 10.925, de 23 de julho de 2004, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 11.116, de 18 de maio de 2005, 11.732, de 30 de junho de 2008, 10.260, de 12 de julho de 2001, 9.873, de 23 de novembro de 1999, 11.171, de 2 de setembro de 2005, 11.345, de 14 de setembro de 2006; prorroga a vigência da Lei nº 8.989, de 24 de fevereiro de 1995; revoga dispositivos das Leis nºˢ 8.383, de 30 de dezembro de 1991, e 8.620, de 5 de janeiro de 1993, do Decreto-Lei nº 73, de 21 de novembro de 1966, das Leis nºˢ 10.190, de 14 de fevereiro de 2001, 9.718, de 27 de novembro de 1998, e 6.938, de 31 de agosto de 1981, 9.964, de 10 de abril de 2000, e, a partir da instalação do Conselho Administrativo de Recursos Fiscais, os Decretos nºˢ 83.304, de 28 de março de 1979, e 89.892, de 2 de julho de 1984, e o art. 112 da Lei nº 11.196, de 21 de novembro de 2005; e dá outras providências.","Poderão ser pagos ou parcelados, em até 180 (cento e oitenta) meses, nas condições desta Lei, os débitos administrados pela Secretaria da Receita Federal do Brasil e os débitos para com a Procuradoria-Geral da Fazenda Nacional, inclusive o saldo remanescente dos débitos consolidados no Programa de Recuperação Fiscal – REFIS, de que trata a Lei nº 9.964, de 10 de abril de 2000, no Parcelamento Especial – PAES, de que trata a Lei nº 10.684, de 30 de maio de 2003, no Parcelamento Excepcional – PAEX, de que trata a Medida Provisória nº 303, de 29 de junho de 2006, no parcelamento previsto no art. 38 da Lei nº 8.212, de 24 de julho de 1991, e no parcelamento previsto no art. 10 da Lei nº 10.522, de 19 de julho de 2002, mesmo que tenham sido excluídos dos respectivos programas e parcelamentos, bem como os débitos decorrentes do aproveitamento indevido de créditos do Imposto sobre Produtos Industrializados – IPI oriundos da aquisição de matérias- primas, material de embalagem e produtos intermediários relacionados na Tabela de Incidência do Imposto sobre Produtos Industrializados – TIPI, aprovada pelo Decreto nº 6.006, de 28 de dezembro de 2006, com incidência de alíquota 0 (zero) ou como não-tributados. (Vide Lei nº 12.865, de 2013) (Vide Lei nº 12.996, de 2014) (Vide Lei nº 13.043, de 2014)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
208,L-12.546,14/12/2011,1,62862,24,"0,00038",0,1,1,1,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12546.htm,"LEI Nº 12.546, DE 14 DE DEZEMBRO DE 2011.","Institui o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras (Reintegra); dispõe sobre a redução do Imposto sobre Produtos Industrializados (IPI) à indústria automotiva; altera a incidência das contribuições previdenciárias devidas pelas empresas que menciona; altera as Leis nº 11.774, de 17 de setembro de 2008, nº 11.033, de 21 de dezembro de 2004, nº 11.196, de 21 de novembro de 2005, nº 10.865, de 30 de abril de 2004, nº 11.508, de 20 de julho de 2007, nº 7.291, de 19 de dezembro de 1984, nº 11.491, de 20 de junho de 2007, nº 9.782, de 26 de janeiro de 1999, e nº 9.294, de 15 de julho de 1996, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001; revoga o art. 1º da Lei nº 11.529, de 22 de outubro de 2007, e o art. 6º do Decreto-Lei nº 1.593, de 21 de dezembro de 1977, nos termos que especifica; e dá outras providências.","É instituído o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras (Reintegra), com o objetivo de reintegrar valores referentes a custos tributários federais residuais existentes nas suas cadeias de produção.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
