id,lei,nº lei,data,assunto: emenda lei [f()] / é emendado [f(x)],outro assunto [o],assunto,n_palavras,freq_assunto,quais_f,quais_fx,quais_f_o,quais_fx_o,epígrafe,ementa,Artigo 1º,URL,dimensão,benevolência,função social,função social especificamente ligada ao assunto,ramo (dogmático) do direito,ramo (sociológico) do direito,imposição/reconhecimento (pelo jurídico),ferramenta/ambiente,Artigo 1 revogado,efetivamente revogada [r],,
234,L-13.465,13465,11/07/2017,f();f(x),o,13,30345,"0,043%","(None, 'l', 9636)","('exigidos', 'l', 8666);('instituído', 'l', 11977);('redação dada', 'l', 14620);('incluído', 'l', 14620);('redação dada', 'l', 14382)","('altera', 'l', 13001)","('incluído', 'l', 14118);('revogado', 'l', 14118);('disciplinada', 'l', 1942);('redação dada', 'l', 14118)","LEI Nº 13.465, DE 11 DE JULHO DE 2017.","Dispõe sobre a regularização fundiária rural e urbana, sobre a liquidação de créditos concedidos aos assentados da reforma agrária e sobre a regularização fundiária no âmbito da Amazônia Legal; institui mecanismos para aprimorar a eficiência dos procedimentos de alienação de imóveis da União; altera as Leis nºs 8.629, de 25 de fevereiro de 1993 , 13.001, de 20 de junho de 2014 , 11.952, de 25 de junho de 2009, 13.340, de 28 de setembro de 2016, 8.666, de 21 de junho de 1993, 6.015, de 31 de dezembro de 1973, 12.512, de 14 de outubro de 2011 , 10.406, de 10 de janeiro de 2002 (Código Civil), 13.105, de 16 de março de 2015 (Código de Processo Civil), 11.977, de 7 de julho de 2009, 9.514, de 20 de novembro de 1997, 11.124, de 16 de junho de 2005, 6.766, de 19 de dezembro de 1979, 10.257, de 10 de julho de 2001, 12.651, de 25 de maio de 2012, 13.240, de 30 de dezembro de 2015, 9.636, de 15 de maio de 1998, 8.036, de 11 de maio de 1990, 13.139, de 26 de junho de 2015, 11.483, de 31 de maio de 2007, e a 12.712, de 30 de agosto de 2012, a Medida Provisória nº 2.220, de 4 de setembro de 2001, e os Decretos-Leis nº 2.398, de 21 de dezembro de 1987, 1.876, de 15 de julho de 1981, 9.760, de 5 de setembro de 1946, e 3.365, de 21 de junho de 1941; revoga dispositivos da Lei Complementar nº 76, de 6 de julho de 1993, e da Lei nº 13.347, de 10 de outubro de 2016; e dá outras providências.","Esta Lei dispõe sobre a regularização fundiária rural e urbana, sobre a liquidação de créditos concedidos aos assentados da reforma agrária e sobre a regularização fundiária no âmbito da Amazônia Legal; institui mecanismos para aprimorar a eficiência dos procedimentos de alienação de imóveis da União; e dá outras providências.",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13465.htm,,,,,,,,,,,,
235,L-4.737,4737,15/07/1965,f(x),o,6,45881,"0,013%",,"('incluído', 'l', 9504);('revogado', 'l', 9504);('incluído', 'l', 13877);('redação dada', 'l', 13146);('incluído', 'l', 14192);('redação dada', 'l', 13488);('incluído', 'l', 13165);('redação dada', 'l', 12891);('incluído', 'l', 13488);('incluído', 'l', 12891);('redação dada', 'l', 14192);('redação dada', 'l', 13165);('incluído', 'l', 12034);('redação\ndada', 'l', 13165)","(None, 'l', 4961)","('2º', 'l', 6018);('xvii', 'l', 4961);('incluído', 'l', 6990);('redação\ndada', 'l', 7015);('redação dada', 'l', 14211);('8º', 'l', 441);('xvi', 'l', 4961);('incluído', 'l', 8037);('redação dada', 'l', 7454);('vii', 'l', 4961);('revogado', 'l', 441);('redação dada', 'l', 7015);('iv', 'l', 4961);('xii', 'l', 4961);('restabelecido', 'l', 7332);('incluído', 'l', 10732);('único', 'l', 4961);('incluído', 'l', 4961);('redação dada', 'l', 6553);('redação dada', 'l', 13105);('ii', 'l', 4961);('incluído', 'l', 7179);('redação dada', 'l', 1538);('incluído', 'l', 6339);('redação\ndada', 'l', 14211);('3º', 'l', 4961);('incluído', 'l', 6018);('incluído', 'l', 6978);('incluído', 'l', 7191);('_restabelecido', 'l', 7332);('v', 'l', 6989);('3º', 'l', 6055);('redação dada', 'l', 9840);('xv', 'l', 4961);('9º', 'l', 441);('3º', 'l', 6018);('redação dada', 'l', 5784);('viii', 'l', 4961);('incluído', 'l', 10226);('3º', 'l', 441);('redação dada', 'l', 7663);('redação dada', 'l', 6055);('redação dada', 'l', 1064);('alterado', 'l', 4961);('iii', 'l', 4961);('redação dada', 'dl', 1538);('incluído', 'l', 6989);('redação dada', 'l', 6990);('revogado', 'l', 6989);('incluído', 'l', 6324);('redação dada', 'l', 7434);('4º', 'l', 4961);('incluído', 'l', 14211);('redação dada', 'l', 10732);('redação dada', 'l', 6534);('revogado', 'l', 14211);('1º', 'l', 4961);('incluído', 'l', 7454);('incluído', 'l', 13834);('redação\ndada', 'l', 4961);('incluído', 'l', 9041);('redação dada', 'l', 4961);('revogado', 'l', 8868);('incluído', 'l', 7977);('iv', 'l', 6989);('2º', 'l', 6055);('incluído', 'l', 6553);('4º', 'l', 441);('incluído', 'l', 6336);('1º', 'l', 6018);('incluído', 'l', 13105);('redação dada', 'l', 7476);('x', 'l', 4961);('redação\ndada', 'l', 7191);('xi', 'l', 4961);('revogado', 'l', 1538);('ix', 'l', 4961);('redação dada', 'l', 8037);('redação dada', 'l', 441);('redação dada', 'l', 6978);('xiii', 'l', 4961);('redação dada', 'l', 7191);('ii', 'l', 6989);('iii', 'l', 6989);('2º', 'l', 4961);('revogado', 'l', 4961);('xiv', 'l', 4961);('revogado', 'l', 7914);('incluído', 'l', 7663);('incluído', 'l', 6055);('redação dada', 'l', 6989);('redação dada', 'l', 6339)","LEI Nº 4.737, DE 15 DE JULHO DE 1965",Institui o Código Eleitoral.,Este Código contém normas destinadas a assegurar a organização e o exercício de direitos políticos precipuamente os de votar e ser votado.,https://www.planalto.gov.br/ccivil_03/leis/l4737.htm,,,,,,,,,,,,
236,L-8.212,8212,24/07/1991,f();f(x),o,24,48575,"0,049%","(None, 'l', 13846)","('revogado', 'l', 12101);('renumerado', 'l', 123);('redação\ndada', 'l', 12873);('redação dada', 'l', 14199);('incluído', 'l', 13846);('redação dada', 'l', 12873);('redação dada', 'l', 150);('redação dada', 'l', 123);('redação dada', 'l', 11941);('incluído', 'l', 12873);('redação\ndada', 'l', 11941);('incluído', 'l', 11196);('incluído', 'l', 14199);('incluído', 'l', 123);('incluído', 'l', 11941);('revogado', 'l', 11941);('incluído', 'l', 10522);('redação\ndada', 'l', 13846);('redação dada', 'l', 13846)","(None, 'l', 128);(None, 'l', 10779);(None, 'l', 7998);(None, 'l', 9528)","('redação\ndada', 'l', 13183);('redação\ndada', 'l', 9876);('incluído', 'l', 14057);('incluído', 'l', 13467);('renumerado', 'l', 9528);('redação dada', 'l', 9476);('redação dada', 'l', 12513);('acrescentado', 'l', 9639);('incluído', 'l', 14119);('incluído', 'l', 11718);('redação dada', 'l', 10256);('redação dada', 'l', 13606);('acrescentado', 'l', 8444);('incluído', 'l', 11080);('incluído', 'l', 11933);('redação dada', 'l', 11488);('incluído', 'l', 10887);('incluído', 'l', 11960);('acrescentado', 'l', 9528);('redação dada', 'l', 14148);('redação\ndada', 'l', 14438);('redação\ndada', 'l', 9711);('redação dada', 'l', 14438);('alterado', 'l', 9639);('incluído', 'l', 12692);('atualizados', 'l', 9528);('acrescentado', 'l', 8870);('acrescentado', 'l', 8540);('redação dada', 'l', 8861);('redação dada', 'l', 8619);('incluído', 'l', 12810);('renumerado', 'l', 8444);('redação dada', 'l', 8870);('redação dada', 'l', 8540);('incluído', 'l', 128);('acrescentado', 'l', 8620);('revogado', 'l', 128);('incluído', 'l', 9876);('incluído', 'l', 13202);('incluído', 'l', 10684);('revogado', 'l', 9876);('redação dada', 'l', 10403);('redação dada', 'l', 13986);('redação dada', 'l', 9732);('redação\ndada', 'l', 11488);('incluído', 'l', 9032);('revogado', 'l', 10256);('incluída', 'l', 9876);('redação dada', 'l', 11098);('revogado', 'l', 9032);('incluído', 'l', 12507);('incluído', 'l', 13137);('redação dada', 'l', 8444);('redação\ndada', 'l', 9528);('renumerado', 'l', 11080);('incluído', 'l', 13756);('redação dada', 'l', 9528);('incluído', 'l', 14438);('da', 'l', 8620);('redação dada', 'l', 11345);('redação\ndada', 'l', 8540);('dados', 'l', 9129);('incluído', 'l', 8861);('redação dada', 'l', 13467);('incluído', 'l', 9711);('revogado', 'l', 9711);('redação dada', 'l', 9983);('e', 'l', 101);('redação dada', 'l', 12470);('redação dada', 'l', 11718);('incluída', 'l', 8647);('incluído', 'l', 12513);('redação dada', 'l', 8398);('redação dada', 'l', 8620);('incluído', 'l', 11324);('incluído', 'l', 10256);('incluído', 'l', 13606);('incluído', 'l', 13670);('incluído', 'l', 12761);('parágrafos', 'l', 9129);('redação dada', 'l', 11457);('redação dada', 'l', 9429);('redação', 'l', 12692);('redação dada', 'l', 9063);('incluída', 'l', 9506);('incluído', 'l', 10170);('incluído', 'l', 9528);('acrescentados', 'l', 9528);('incluído', 'l', 12424);('revogado', 'l', 9528);('incluído dada', 'l', 13756);('incluído', 'l', 11505);('revogado', 'l', 8218);('acrescentada', 'l', 8540);('redação dada', 'l', 9876);('incluída', 'l', 9528);('acrescentado', 'l', 9032);('redação dada', 'l', 13202);('incluído', 'l', 8540);('incluído', 'l', 12470);('incluído', 'l', 14360);('redação dada', 'l', 9032);('incluído', 'l', 10403);('redação dada', 'l', 8436);('incluído', 'l', 13986);('instituído', 'l', 6260);('incluído', 'l', 8620);('incluído', 'l', 9732);('caput', 'l', 9639);('revogado', 'l', 11501);('redação dada', 'l', 11933);('disciplinada', 'l', 84);('redação dada', 'l', 13756);('redação dada', 'l', 9711)","LEI Nº 8.212, DE 24 DE JULHO DE 1991","Dispõe sobre a organização da Seguridade Social, institui Plano de Custeio, e dá outras providências.","A Seguridade Social compreende um conjunto integrado de ações de iniciativa dos poderes públicos e da sociedade, destinado a assegurar o direito relativo à saúde, à previdência e à assistência social.",https://www.planalto.gov.br/ccivil_03/leis/l8212cons.htm,,,,,,,,,,,,
237,L-7.565,7565,19/12/1986,f(x),o,5,37216,"0,013%",,"('redação dada', 'l', 12970);('incluído', 'l', 12970);('revogado', 'l', 12970)","(None, 'l', 23);(None, 'l', 14368);(None, 'l', 13097)","('se', 'l', 244);('redação dada', 'l', 14034);('incluído', 'l', 14034);('incluído', 'l', 13133);('redação\ndada', 'l', 14368);('se', 'l', 23);('redação dada', 'l', 14047);('redação dada', 'l', 14368);('incluído', 'l', 14047);('incluído', 'l', 14368);('revogado', 'l', 14047);('revogado', 'l', 14368);('revogado', 'l', 12887);('redação dada', 'l', 13842);('redação dada', 'l', 13097);('redação dada', 'l', 13319);('redação', 'l', 9614);('incluído', 'l', 13319);('revogado', 'l', 13842);('incluído', 'l', 9614)","LEI Nº 7.565, DE 19 DE DEZEMBRO DE 1986.",Dispõe sobre o Código Brasileiro de Aeronáutica.,"O Direito Aeronáutico é regulado pelos Tratados, Convenções e Atos Internacionais de que o Brasil seja parte, por este Código e pela legislação complementar.",https://www.planalto.gov.br/ccivil_03/leis/l7565.htm,,,,,,,,,,,,
238,L-13.898,13898,11/11/2019,,o,74,39480,"0,187%",,,"(None, 'l', 13983);(None, 'l', 118910000000);(None, 'l', 124100000000);(None, 'l', 101);(None, 'l', 2);(None, 'l', 2020)","('incluído', 'l', 13957);('incluído', 'l', 134001);('redação dada', 'l', 13983);('incluído', 'l', 14085);('revogado', 'l', 13983);('incluído', 'l', 13983);('redação dada', 'l', 14001)","LEI Nº 13.898, DE 11 DE NOVEMBRO DE 2019",Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2020 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição e na Lei Complementar nº 101, de 4 de maio de 2000 - Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2020, compreendendo:",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13898.htm,,,,,,,,,,,,
239,L-8.666,8666,21/06/1993,f(x),o,42,31432,"0,134%",,"('incluído', 'l', 12873);('incluído', 'l', 12715);('redação dada', 'l', 13465);('aprovada', 'l', 5452);('revogado', 'l', 14133);('redação dada', 'l', 11196);('redação dada', 'l', 13146);('incluído', 'l', 11196);('incluído', 'l', 147);('incluído', 'l', 13146);('redação\ndada', 'l', 11445);('redação\ndada', 'l', 11952);('redação dada', 'l', 12349);('redação dada', 'l', 11481);('incluído', 'l', 12349);('redação dada', 'l', 11952);('revogado', 'l', 12349);('incluído', 'l', 11481);('incluído', 'l', 13204);('incluído', 'l', 11952);('incluído', 'l', 12188)","(None, 'l', 11107);(None, 'l', 3);(None, 'l', 9648)","('incluído', 'l', 11763);('incluído', 'l', 11107);('redação\ndada', 'l', 9648);('incluído', 'l', 8883);('revogado', 'l', 8883);('redação dada', 'l', 9648);('redação dada', 'l', 13500);('incluído', 'l', 9648);('incluído', 'l', 13500);('incluído', 'l', 9854);('redação dada', 'l', 11079);('incluída', 'l', 8883);('incluído', 'l', 11484);('redação dada', 'l', 9032);('redação dada', 'l', 12440);('revogado', 'l', 14368);('incluído', 'l', 12440);('incluído', 'l', 10973);('incluído', 'l', 13243);('redação\ndada', 'l', 8883);('redação dada', 'l', 11763);('redação dada', 'l', 11107);('redação dada', 'l', 8883);('incluído', 'l', 11783)","LEI Nº 8.666, DE 21 DE JUNHO DE 1993","Regulamenta o art. 37, inciso XXI, da Constituição Federal, institui normas para licitações e contratos da Administração Pública e dá outras providências.","Esta Lei estabelece normas gerais sobre licitações e contratos administrativos pertinentes a obras, serviços, inclusive de publicidade, compras, alienações e locações no âmbito dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios.",https://www.planalto.gov.br/ccivil_03/leis/l8666cons.htm,,,,,,,,,,,,
240,L-11.977,11977,07/07/2009,f();f(x),o,29,34503,"0,084%","('altera', 'l', 6015);('altera', 'l', 8036)","('incluído', 'l', 13465);('revogado', 'l', 13465);('redação\ndada', 'l', 14620);('redação dada', 'l', 13173);('incluído', 'l', 13173);('redação dada', 'l', 14620);('incluído', 'l', 14620);('revogado', 'l', 14620);('inserida', 'l', 11481);('redação\ndada', 'l', 14382);('único', 'l', 12249);('redação dada', 'l', 14382);('incluído', 'l', 14382);('redação dada', 'l', 12249);('redação dada', 'l', 13043);('incluído', 'l', 12249);('incluído', 'l', 13043)","('altera', 'l', 10257);('altera', 'l', 12424);('altera', 'dl', 3365);('altera', 'l', 4380);('altera', 'l', 8677)","('incluído', 'l', 13274);('incluído', 'l', 12424);('revogado', 'l', 12424);('incluído', 'l', 12693);('revogado', 'l', 12722);('redação dada', 'l', 12058);('revogado', 'l', 12693);('incluído', 'l', 12058);('redação dada', 'l', 13161);('redação dada', 'l', 14312);('incluído', 'l', 14312);('redação dada', 'l', 14118);('incluído', 'l', 14118);('redação\ndada', 'l', 14462);('redação dada', 'l', 12350);('redação dada', 'l', 13097);('redação dada', 'l', 14462);('redação\ndada', 'l', 12424);('único', 'l', 12424);('redação\ndada', 'l', 12693);('incluído', 'l', 14462);('redação dada', 'l', 13590);('revogado', 'l', 14462);('redação dada', 'l', 13274);('redação dada', 'l', 12424);('incluído', 'l', 12722);('redação dada', 'l', 12693)","LEI Nº 11.977, DE 7 DE JULHO DE 2009","Dispõe sobre o Programa Minha Casa, Minha Vida – PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas; altera o Decreto-Lei nº 3.365, de 21 de junho de 1941, as Leis nºˢ 4.380, de 21 de agosto de 1964, 6.015, de 31 de dezembro de 1973, 8.036, de 11 de maio de 1990, e 10.257, de 10 de julho de 2001, e a Medida Provisória nº 2.197-43, de 24 de agosto de 2001; e dá outras providências.","O Programa Minha Casa, Minha Vida - PMCMV compreende:",https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11977.htm,,,,,,,,,,,,
241,L-14.194,14194,20/08/2021,,o,83,45722,"0,182%",,,"(None, 'l', 101);(None, 'l', 2022);(None, 'l', 14352);(None, 'l', 2)","('redação dada', 'l', 14513);('redação\ndada', 'l', 14352);('redação dada', 'l', 14352);('incluído', 'l', 14513);('instituído', 'l', 7);('instituído', 'l', 8);('redação dada', 'l', 14435);('instituído', 'l', 9491);('incluído', 'l', 14352);('incluído', 'l', 14435);('revogado', 'l', 14352)","LEI Nº 14.194, DE 20 DE AGOSTO DE 2021",Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2022 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição e na Lei Complementar nº 101, de 4 de maio de 2000 \- Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2022, compreendendo:",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14194.htm,,,,,,,,,,,,
242,L-13.473,13473,08/08/2017,,o,69,73454,"0,094%",,,"(None, 'l', 2);(None, 'l', 161300000000);(None, 'l', 2018)","('incluído', 'l', 13602);('redação\ndada', 'l', 13602);('redação dada', 'l', 13672);('criado', 'l', 5969);('regulamentado', 'l', 8742);('redação dada', 'l', 13480);('incluído', 'l', 13782);('incluído', 'l', 13672);('redação dada', 'l', 13602)","LEI Nº 13.473, DE 8 DE AGOSTO DE 2017.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2018 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição e na Lei Complementar nº 101, de 4 de maio de 2000 - Lei de Responsabilidade Fiscal , as diretrizes orçamentárias da União para 2018, compreendendo:",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13473.htm,,,,,,,,,,,,
243,L-6.404,6404,15/12/1976,f();f(x),o,19,60010,"0,032%","(None, 'l', 14195)","('redação\ndada', 'l', 14195);('votações', 'l', 14195);('redação dada', 'l', 14195);('incluído', 'l', 14195);('revogado', 'l', 14195);('incluída', 'l', 14195);('redação dada', 'l', 11941);('incluído', 'l', 11941);('revogado', 'l', 11941);('redação dada', 'l', 13818);('incluído', 'l', 13818)","(None, 'l', 9457)","('da', 'l', 10303);('redação dada', 'l', 12810);('redação dada', 'l', 11638);('incluído', 'l', 11638);('revogado', 'l', 11638);('revogado', 'l', 12810);('redação\ndada', 'l', 9457);('redação dada', 'l', 12431);('redação\ndada', 'l', 14430);('revogado', 'l', 2287);('incluída', 'l', 11638);('incluído', 'l', 12431);('redação\ndada', 'l', 10303);('redação dada', 'l', 9457);('revogado', 'l', 12431);('redação dada', 'l', 10194);('incluído', 'l', 14430);('incluído', 'l', 9457);('redação dada', 'l', 10303);('redação dada', 'l', 14030);('incluído', 'l', 10194);('incluído', 'l', 14030);('revogado', 'l', 9457);('redação dada', 'l', 182);('incluído', 'l', 10303);('revogado', 'l', 10303);('incluída dada', 'l', 9457);('incluída', 'l', 9457);('incluído', 'l', 182);('incluído\ndada', 'l', 10303);('incluída dada', 'l', 10303);('incluído dada', 'l', 10303);('redação dada', 'l', 8021);('incluída', 'l', 10303);('incluído', 'l', 13874);('revogado', 'l', 8021);('incluído', 'l', 13129);('redação\ndada', 'l', 11638);('redação dada', 'l', 7958);('revogado', 'l', 7730);('redação dada', 'l', 9249)","LEI Nº 6.404, DE 15 DE DEZEMBRO DE 1976.",Dispõe sobre as Sociedades por Ações.,"A companhia ou sociedade anônima terá o capital dividido em ações, e a responsabilidade dos sócios ou acionistas será limitada ao preço de emissão das ações subscritas ou adquiridas.",https://www.planalto.gov.br/ccivil_03/leis/l6404consol.htm,,,,,,,,,,,,
